epoch,accuracy,loss,val_accuracy,val_loss
0,0.22844827,1.3865620082822339,0.38311687,1.0627375692129135
1,0.28448275,1.302311758542883,0.4025974,1.0614337921142578
2,0.25431034,1.2920041906422581,0.4025974,1.0622937083244324
3,0.2974138,1.2274074903849899,0.3961039,1.0601316690444946
4,0.31465518,1.181985936288176,0.4025974,1.057338386774063
5,0.33620688,1.1323318625318592,0.4025974,1.05375736951828
6,0.3922414,1.0852725562350503,0.42207792,1.0513120740652084
7,0.39655173,1.084637726175374,0.42207792,1.0466976463794708
8,0.4525862,1.0656667557255974,0.42207792,1.0452203750610352
9,0.44827586,1.0323148297852482,0.42207792,1.0409446060657501
10,0.4525862,0.9954199133248165,0.42207792,1.0372217446565628
11,0.5387931,0.9378745966944201,0.4090909,1.029422089457512
12,0.5215517,0.9417084763789999,0.42207792,1.01997908949852
13,0.49568966,0.9459965378046036,0.43506494,1.012242615222931
14,0.5301724,0.9139323563411318,0.43506494,1.0044697225093842
15,0.5646552,0.8952283869529593,0.44805196,0.9992154836654663
16,0.5905172,0.8540605306625366,0.47402596,0.9923914968967438
17,0.5948276,0.8478465213857848,0.47402596,0.9825748354196548
18,0.5862069,0.8443289162783787,0.48051947,0.9740224033594131
19,0.60775864,0.7969516736680063,0.4935065,0.9711856096982956
20,0.6939655,0.7389107392779712,0.5779221,0.8931072801351547
21,0.79741377,0.5944970920681953,0.58441556,0.850109800696373
22,0.87931037,0.47795978984956083,0.6233766,0.8176233321428299
23,0.9396552,0.40176592895696905,0.65584415,0.791192427277565
24,0.87068963,0.4119675860836588,0.6818182,0.7673522979021072
25,0.9353448,0.3596845819004651,0.7012987,0.7441429048776627
26,0.94827586,0.3165870988420371,0.72727275,0.7218412458896637
27,0.9612069,0.3070041732541446,0.72727275,0.7030158638954163
28,0.9698276,0.2689553727877551,0.7467533,0.6867634207010269
29,0.9655172,0.2596565955800229,0.75974023,0.6707513630390167
30,0.9784483,0.22707021666754937,0.75974023,0.6566922962665558
31,0.9784483,0.2132178172469139,0.76623374,0.641952320933342
32,1.0,0.1851442649575143,0.76623374,0.6258255243301392
33,0.9913793,0.17258981069357232,0.76623374,0.6089957803487778
34,0.9913793,0.19977996819492044,0.78571427,0.5963229313492775
35,1.0,0.14200104834062272,0.8051948,0.5796204805374146
36,0.99568963,0.16829346666305228,0.8116883,0.5677870884537697
37,1.0,0.1511270347982645,0.8181818,0.5540760606527328
38,0.99568963,0.13508618359678778,0.8181818,0.5448306500911713
39,1.0,0.08640127625830214,0.8246753,0.5346312522888184
