epoch,accuracy,loss,val_accuracy,val_loss
0,0.28413793,1.345233547276464,0.2602339,1.2499852095331465
1,0.3048276,1.234148905195039,0.28654972,1.2014150704656328
2,0.35172415,1.1829684726123153,0.31578946,1.1706315108707972
3,0.36689654,1.1482240742650525,0.33918127,1.1467779193605696
4,0.41379312,1.0931814991194626,0.34502923,1.1239424773624964
5,0.41793102,1.063529840831099,0.35672516,1.105799036366599
6,0.43586206,1.0468779761215736,0.37719297,1.0901769484792436
7,0.5006896,0.9922484899389332,0.39766082,1.072010142462594
8,0.4924138,0.9911192491136748,0.41520467,1.057766216141837
9,0.537931,0.956982028895411,0.4269006,1.0436219487871443
10,0.5448276,0.9373235702514648,0.43274853,1.0327895283699036
11,0.5696552,0.9044606377338541,0.43274853,1.0194666130202157
12,0.56689656,0.8957418593867071,0.45614034,1.0058909484318324
13,0.6262069,0.8547338391172474,0.46783626,0.994606111730848
14,0.62344825,0.8565364685551874,0.48245615,0.9836448175566537
15,0.62344825,0.8339670382697006,0.48245615,0.9713279860360282
16,0.62344825,0.8332802488886076,0.5116959,0.9568217481885638
17,0.6634483,0.7887871717584545,0.5263158,0.9442081110818046
18,0.6882759,0.7617934942245483,0.5350877,0.9368156109537397
19,0.6827586,0.760334117659207,0.55263156,0.928806015423366
20,0.70896554,0.7066718730433234,0.6111111,0.8699517931256976
21,0.78206897,0.5979596376419067,0.66374266,0.8300047857420785
22,0.822069,0.542927071965974,0.6871345,0.7949385983603341
23,0.8468965,0.4747233873811261,0.7105263,0.7667454310825893
24,0.88,0.4131059872693029,0.7017544,0.7432249316147396
25,0.8896552,0.3748387925583741,0.7163743,0.7140113966805595
26,0.9062069,0.35368413760744294,0.71929824,0.6915237392698016
27,0.9144828,0.32904831910955495,0.73976606,0.6774718804018838
28,0.9337931,0.28848922560954915,0.74561405,0.6610128666673388
29,0.9296552,0.2756899615813946,0.751462,0.6444470243794578
30,0.9393104,0.27219325920631143,0.748538,0.6322349820818219
31,0.9503448,0.22332828877301053,0.75438595,0.6216500188623156
32,0.9517241,0.2204742097649081,0.76023394,0.6097824360643115
33,0.95448273,0.17988961575360135,0.7631579,0.5972938239574432
34,0.9627586,0.18131062208578505,0.76608187,0.5865135703768048
35,0.95862067,0.18685049383804717,0.7777778,0.5714255997112819
36,0.97103447,0.16044316119674978,0.76900584,0.5722094178199768
37,0.9737931,0.14212727906375094,0.7748538,0.5653007307222911
38,0.97931033,0.11670007351143606,0.7777778,0.553871859397207
39,0.98344827,0.12333287851049982,0.7865497,0.542898782661983
