epoch,accuracy,loss,val_accuracy,val_loss
0,0.39655173,1.1707632762604747,0.36363637,1.1320829689502716
1,0.47844827,0.9970460739629022,0.46103895,1.0859736204147339
2,0.6034483,0.9114707117450649,0.54545456,1.0558345764875412
3,0.67241377,0.8326682227438894,0.5649351,1.0371748059988022
4,0.7155172,0.793737289206735,0.6233766,1.0111179053783417
5,0.74568963,0.7066574970196033,0.64935064,0.9796361923217773
6,0.7413793,0.68985214521145,0.66883117,0.9562947601079941
7,0.7413793,0.6861279622234148,0.71428573,0.9284015148878098
8,0.83189654,0.5907693726235422,0.7467533,0.9037165343761444
9,0.8189655,0.5958720697411175,0.7532467,0.8733596801757812
10,0.8189655,0.5454527296382805,0.76623374,0.8557497262954712
11,0.83189654,0.5424807308049038,0.77922076,0.8349427431821823
12,0.8060345,0.5378160689925325,0.78571427,0.8227218836545944
13,0.8362069,0.5055592843684656,0.78571427,0.8019630014896393
14,0.8146552,0.47183025988011523,0.78571427,0.7903584241867065
15,0.8405172,0.473282993610563,0.8116883,0.7634092271327972
16,0.89224136,0.41756085100872764,0.8181818,0.744922325015068
17,0.89224136,0.4228088421554401,0.8116883,0.7372454181313515
18,0.88793105,0.4117211723892853,0.8116883,0.7193948701024055
19,0.8965517,0.3830584932504029,0.8181818,0.7041181325912476
20,0.9137931,0.33298551972056256,0.83116883,0.6668114140629768
21,0.95258623,0.29610443616221693,0.85064936,0.6453318670392036
22,0.9698276,0.24553041391331573,0.8701299,0.6277111917734146
23,0.9655172,0.25189499993776454,0.8701299,0.607635498046875
24,0.98706895,0.18312668408556232,0.8701299,0.5924465879797935
25,0.99568963,0.19196283419070573,0.8766234,0.5775177255272865
26,0.99568963,0.1915568968859212,0.8766234,0.562683217227459
27,0.9913793,0.17388832581968144,0.8831169,0.5530261099338531
28,0.9913793,0.18088549253498687,0.8831169,0.5386277213692665
29,0.9741379,0.19013052607147857,0.8831169,0.531266488134861
30,0.9913793,0.16446373149238783,0.8961039,0.5219848230481148
31,0.9913793,0.12371103048067668,0.8961039,0.5122515261173248
32,0.99568963,0.12406260584448946,0.9025974,0.5024508982896805
33,1.0,0.13051641565458527,0.90909094,0.49436894804239273
34,1.0,0.13140261121864977,0.9220779,0.48531652241945267
35,0.99568963,0.117325395185115,0.9285714,0.47194449603557587
36,1.0,0.10062981037230327,0.9285714,0.45998066663742065
37,0.99568963,0.1194651853935472,0.9285714,0.44652750343084335
38,1.0,0.07752072329408136,0.9285714,0.4373077303171158
39,1.0,0.07071098845837445,0.9285714,0.43050721287727356
