epoch,accuracy,loss,val_accuracy,val_loss
0,0.49931034,1.0209847154288456,0.4385965,1.0464719874518258
1,0.5875862,0.9194672744849632,0.5,1.0052822061947413
2,0.6427586,0.8507317982870957,0.5292398,0.9756105882780892
3,0.657931,0.8169354714196304,0.56725144,0.9360591854367938
4,0.6951724,0.7665489439306588,0.5994152,0.8975070629801069
5,0.7268965,0.7140184085944603,0.62865496,0.8740621549742562
6,0.73103446,0.6956661343574524,0.64327484,0.8462900519371033
7,0.7641379,0.6536146813425524,0.65789473,0.824124847139631
8,0.76,0.6501891797986524,0.69005847,0.8009442090988159
9,0.8082759,0.5910256587225815,0.68421054,0.7789363179888044
10,0.8110345,0.564205566356922,0.7251462,0.7628652538572039
11,0.8096552,0.5495633154079832,0.7105263,0.7491676807403564
12,0.81655174,0.5350217089570802,0.7251462,0.733634991305215
13,0.8468965,0.4974615666373023,0.7368421,0.7246544105666024
14,0.85103446,0.48237122543926897,0.7251462,0.7104877659252712
15,0.86344826,0.46758196477232306,0.73391813,0.6962428859301976
16,0.84965515,0.44778094826073483,0.7251462,0.6905149732317243
17,0.84827584,0.45268729123575935,0.7163743,0.6860346836703164
18,0.8841379,0.41012350546902626,0.748538,0.670441061258316
19,0.8786207,0.41848808886676,0.7222222,0.662726104259491
20,0.8703448,0.4048805483456316,0.73391813,0.6618171036243439
21,0.8524138,0.42913025000999716,0.73391813,0.6560338607856205
22,0.87448275,0.3962542527708514,0.7222222,0.654147995369775
23,0.8786207,0.38599695419443064,0.7163743,0.6495376527309418
24,0.8689655,0.3888038992881775,0.7076023,0.6508914870875222
25,0.8827586,0.3774047499072963,0.73099416,0.6289180474621909
26,0.8951724,0.3693283452042218,0.73099416,0.6259279719420842
27,0.88827586,0.3739348413615391,0.7368421,0.6230427409921374
28,0.88689655,0.37463690391902266,0.7573099,0.6147671937942505
29,0.89793104,0.3555632459706274,0.74561405,0.6248132160731724
30,0.86068964,0.3830358560743003,0.78070176,0.6082058038030352
31,0.9144828,0.31732347658995924,0.7836257,0.5963073670864105
32,0.9186207,0.29983427092946807,0.7894737,0.5858974158763885
33,0.9324138,0.2678428502946064,0.7836257,0.5746008306741714
34,0.9434483,0.24752166302039705,0.7777778,0.5696789962904794
35,0.95862067,0.2226640977736177,0.78070176,0.5605918296745845
36,0.9531034,0.2213081075199719,0.7748538,0.5552363757576261
37,0.9489655,0.22542917677040758,0.7719298,0.5554492856775012
38,0.9641379,0.19021544040277086,0.76900584,0.5532555069242205
39,0.9613793,0.18696724289450153,0.7719298,0.549262638602938
40,0.9765517,0.165887962127554,0.76900584,0.5432476656777518
41,0.9875862,0.15183403137429008,0.76900584,0.5401616947991508
42,0.9875862,0.15019038165437765,0.76900584,0.5378549588578088
43,0.99310344,0.12379579246044159,0.76900584,0.5342838051063674
44,0.9889655,0.1168232168360003,0.78070176,0.5230940559080669
45,0.9903448,0.11130459542418349,0.78070176,0.517486959695816
46,0.9875862,0.11633432669372394,0.7836257,0.516397343150207
47,0.9889655,0.10074282501792085,0.78070176,0.5185946481568473
48,0.99448276,0.08608363093487148,0.7836257,0.5115410834550858
49,0.99586207,0.08786064797434313,0.7894737,0.5062932191150529
