epoch,accuracy,loss,val_accuracy,val_loss
0,0.41793102,1.0823881173955983,0.33918127,1.1222669567380632
1,0.41793102,1.068768439621761,0.3362573,1.1191118104117257
2,0.4662069,1.018993698317429,0.37719297,1.1202948263713293
3,0.53931034,0.9626671815740651,0.44444445,1.0672218629292078
4,0.6082759,0.8831669790991421,0.4502924,1.0753027370997839
5,0.6662069,0.8428872207115436,0.49122807,1.0046248521123613
6,0.68,0.7899874572096199,0.50877196,1.0114835074969701
7,0.6910345,0.7549577417044804,0.57309943,0.9662347180502755
8,0.75586206,0.7151235321472431,0.5643275,0.9712985243116107
9,0.75448275,0.7039387637171252,0.61988306,0.9195345980780465
10,0.7393103,0.6713968042669625,0.5877193,0.9377171397209167
11,0.7765517,0.6468349890462284,0.64327484,0.8945238590240479
12,0.77931035,0.6260746080299904,0.65497077,0.8754935349736895
13,0.7834483,0.6148747842887352,0.6520468,0.876135562147413
14,0.78206897,0.603026285253722,0.6812866,0.8439094849995205
15,0.7889655,0.5887854643936815,0.67836255,0.8228079336030143
16,0.80413795,0.5589711707213829,0.69590646,0.8133420263017926
17,0.79172415,0.5576930231061475,0.69298244,0.8100201104368482
18,0.8110345,0.5384585579921459,0.71929824,0.7837508874280112
19,0.8124138,0.5383773795489607,0.7251462,0.7802691672529493
20,0.81931037,0.5445478990160185,0.75438595,0.7414185532501766
21,0.8441379,0.47434532539597873,0.76608187,0.7099340430327824
22,0.86206895,0.41713077138210164,0.7836257,0.6846274988991874
23,0.88827586,0.38804148702785884,0.7865497,0.6599545351096562
24,0.8786207,0.39611778793663815,0.7923977,0.6426367078508649
25,0.9186207,0.3106509858164294,0.8011696,0.6225091091224125
26,0.91310346,0.31101095625038805,0.8011696,0.6080242693424225
27,0.9310345,0.2767108663402755,0.80994153,0.5962799319199154
28,0.93793106,0.2598267536738823,0.81578946,0.583141416311264
29,0.9517241,0.2272414313308124,0.8245614,0.5734602638653347
30,0.9641379,0.21807782711653872,0.82163745,0.5647023660796029
31,0.9406897,0.23504469980453624,0.8245614,0.5582148730754852
32,0.9517241,0.20927139397325187,0.82163745,0.5522958082812173
33,0.96689653,0.17147081448086376,0.8245614,0.5457600695746285
34,0.96965516,0.17813540558362828,0.8274854,0.5391843723399299
35,0.96965516,0.1643112414869769,0.8245614,0.534020198243005
36,0.9862069,0.1420478581868369,0.8333333,0.530083600963865
37,0.9862069,0.13723493367433548,0.84502923,0.5185525672776359
38,0.9848276,0.12078915613478627,0.8479532,0.51385897397995
39,0.9889655,0.11689926118686281,0.84210527,0.5100591736180442
