epoch,accuracy,loss,val_accuracy,val_loss
0,0.4827586,1.0521750121281064,0.35380116,1.0965665493692671
1,0.5103448,1.021084107201675,0.4473684,1.0700192281178065
2,0.5365517,0.9712554504131449,0.5263158,1.041685972894941
3,0.57793105,0.9267716284455925,0.49415204,1.02857825585774
4,0.6068966,0.8947470599207384,0.50877196,1.0096174393381392
5,0.6082759,0.867275897798867,0.5877193,0.9770422322409493
6,0.6386207,0.8199663388318029,0.5847953,0.9665211609431675
7,0.66206896,0.7970138377156751,0.5877193,0.9459301403590611
8,0.64827585,0.7775013302934581,0.6052632,0.9263919591903687
9,0.6510345,0.7690730629296139,0.5877193,0.9036980015890939
10,0.68689656,0.7125530818413044,0.61695904,0.896892956324986
11,0.6786207,0.7097643778241914,0.59356725,0.9026293328830174
12,0.66206896,0.7161762796599289,0.6315789,0.8756704500743321
13,0.6758621,0.7030428051948547,0.6461988,0.8602909105164664
14,0.65931034,0.6995007046337786,0.625731,0.8555866479873657
15,0.6786207,0.6967013848238978,0.5964912,0.8675542644092015
16,0.67448276,0.6868908693050516,0.62865496,0.842163222176688
17,0.6882759,0.6585223140387699,0.6315789,0.8362926500184196
18,0.6772414,0.6589054362527256,0.64912283,0.8233462486948285
19,0.67448276,0.6653644360344986,0.66374266,0.8130743205547333
20,0.71034485,0.6281963730680531,0.61988306,0.8120690413883754
21,0.6882759,0.6252729831070736,0.6403509,0.8100698249680656
22,0.68689656,0.6398765670842138,0.64912283,0.8045281299522945
23,0.69931036,0.6037792193478552,0.65789473,0.7964440924780709
24,0.6910345,0.6098962385078956,0.64327484,0.7933042432580676
25,0.6910345,0.6074719963402584,0.625731,0.7949386026178088
26,0.7131035,0.5868277035910507,0.6608187,0.7806936800479889
27,0.6924138,0.6002889439977449,0.6666667,0.7700793147087097
28,0.702069,0.5907393385624063,0.66374266,0.7758377662726811
29,0.7186207,0.573527952720379,0.6608187,0.7688504457473755
30,0.702069,0.5912298046309372,0.65789473,0.7699194550514221
31,0.6703448,0.578507359685569,0.6608187,0.7648216741425651
32,0.71172416,0.5678193219776811,0.6666667,0.7581495004040855
33,0.6924138,0.5927324480023878,0.65789473,0.7555766829422542
34,0.71034485,0.5575028801786488,0.6403509,0.7637181494917188
35,0.7062069,0.5504698578653664,0.65789473,0.7559759105954852
36,0.7144828,0.5466876399928126,0.622807,0.7638376419033323
37,0.7075862,0.5492289960384369,0.64912283,0.7555331928389413
38,0.6951724,0.5751924525047171,0.64327484,0.7538791171142033
39,0.7062069,0.5747281610965729,0.62865496,0.755622250693185
40,0.702069,0.5594368823643389,0.64327484,0.7511568175894874
41,0.6951724,0.5527687154967209,0.6374269,0.7605637609958649
42,0.702069,0.538632411381294,0.6461988,0.7490998442683902
43,0.7048276,0.5401782146815596,0.65497077,0.7324314372880119
44,0.6937931,0.5522849826977171,0.64912283,0.7404275664261409
45,0.7172414,0.5193556598548231,0.6461988,0.7409321644476482
46,0.7227586,0.5205291725438217,0.65789473,0.7305872653211866
47,0.702069,0.5427196272488298,0.622807,0.7540859878063202
48,0.71034485,0.5180594325065613,0.6403509,0.7444332944495338
49,0.71034485,0.519784415590352,0.6374269,0.739619642496109
50,0.7255172,0.5097879602991301,0.61988306,0.7330231304679599
51,0.72827584,0.46945401923409824,0.6111111,0.7406847562108722
52,0.7337931,0.440428479478277,0.65497077,0.7113238381487983
53,0.74068964,0.42657263114534577,0.63450295,0.727085251893316
54,0.7489655,0.4067538858487688,0.6754386,0.6782653108239174
55,0.7613793,0.3613461584880434,0.68421054,0.6671033246176583
56,0.7641379,0.34450005919768895,0.6871345,0.6506921106151172
57,0.76689655,0.3366417191151915,0.69005847,0.6362893453666142
58,0.7710345,0.334230642123469,0.69005847,0.6171577179006168
59,0.76965517,0.32338264173474807,0.69298244,0.6041768789291382
60,0.7737931,0.30774896643285093,0.69298244,0.6164472422429493
61,0.77931035,0.3057927458450712,0.69298244,0.5979794434138707
62,0.77793103,0.2946033255550368,0.68421054,0.6114741393498012
63,0.77793103,0.2894675255078694,0.6871345,0.5873313546180725
64,0.7737931,0.2868334839827028,0.6812866,0.5868684532386916
65,0.78206897,0.279354280246229,0.68421054,0.5851593517831394
66,0.78068966,0.27418138664858094,0.66374266,0.623977713819061
67,0.78206897,0.276485917447456,0.6754386,0.6110387082610812
68,0.78068966,0.2709470822251049,0.69005847,0.603832083089011
69,0.78068966,0.2686349471452935,0.68421054,0.5816652817385537
70,0.78068966,0.261942695376688,0.6754386,0.5966606555240495
71,0.78206897,0.25916497724066523,0.6666667,0.6194857454725674
72,0.7848276,0.25423747673630714,0.6812866,0.5874962168080466
73,0.7848276,0.2536857608898446,0.69005847,0.5882302543946675
74,0.7848276,0.25820234154575855,0.6666667,0.616460520774126
75,0.7848276,0.2509891015059989,0.67836255,0.6042940212147576
76,0.7848276,0.250054982908327,0.6666667,0.6128538117877075
77,0.7848276,0.25282658864583435,0.66374266,0.6213199102452823
78,0.7848276,0.2516253322427129,0.6520468,0.6568241336249879
79,0.7848276,0.24839469125687047,0.69298244,0.5793847697121757
80,0.7848276,0.25259566323125154,0.67836255,0.6720786036125251
81,0.7834483,0.24481991257775446,0.68421054,0.6365237209413733
82,0.7848276,0.24772286994768114,0.69005847,0.5884973555803299
83,0.7848276,0.24412358114656446,0.6666667,0.6574766317914639
84,0.7848276,0.24499112989046964,0.6666667,0.6402826367744378
85,0.7848276,0.24678691922976026,0.66374266,0.6621701778577906
86,0.7848276,0.24382545044324522,0.6666667,0.643530153802463
87,0.7848276,0.24267785931166647,0.64327484,0.6822354709729552
88,0.7848276,0.24171826713076183,0.66959065,0.6371503352586713
89,0.7848276,0.24279027183315363,0.67836255,0.6187005334400705
90,0.7848276,0.24313713244066157,0.6754386,0.6216415488826377
91,0.7848276,0.2459186582488875,0.6754386,0.6030783429741859
92,0.7848276,0.2433119146554763,0.67836255,0.6208087682191815
93,0.7848276,0.24247561443340163,0.6754386,0.6306172119719642
94,0.7834483,0.24183176809937917,0.68421054,0.5919292787356036
95,0.7848276,0.24107626957240805,0.65497077,0.6860934261764798
96,0.7848276,0.23975566254350647,0.66374266,0.6617638505995274
97,0.7848276,0.24020549559821214,0.67836255,0.6014046378965888
98,0.7848276,0.2399337084016538,0.6871345,0.6538230546617082
99,0.7848276,0.23952626504790808,0.67836255,0.6732465785795024
