epoch,accuracy,loss,val_accuracy,val_loss
0,0.4951724,1.0401692431548546,0.38011697,1.2179655517850603
1,0.52965516,1.005661968527169,0.4093567,1.1518618549619402
2,0.5737931,0.937522043441904,0.44444445,1.1048818911824907
3,0.6275862,0.8655894378135944,0.46783626,1.0737753680774145
4,0.6786207,0.8222267833249323,0.49122807,1.029168358870915
5,0.71172416,0.7568134336635984,0.50584793,1.0004241509096963
6,0.72137934,0.7159726928020346,0.51754385,0.9774919365133558
7,0.74482757,0.6904990775831814,0.5555556,0.9403033213956016
8,0.75586206,0.6554191071411659,0.5877193,0.9142489773886544
9,0.8013793,0.6038573774798163,0.60818714,0.8932133998189654
10,0.79310346,0.6062625646591187,0.625731,0.8676835681710925
11,0.8013793,0.5782057971789919,0.65497077,0.8399437836238316
12,0.8096552,0.5492148759036228,0.625731,0.841377684048244
13,0.8,0.5273318208497146,0.6725146,0.8101731666496822
14,0.82896554,0.5189574741084,0.66374266,0.8049113665308271
15,0.83034486,0.5058444584238118,0.67836255,0.7914063887936729
16,0.8331035,0.477331451300917,0.7251462,0.7672457567283085
17,0.8413793,0.4682412486651848,0.73099416,0.744901852948325
18,0.8427586,0.4377675971080517,0.73391813,0.7423899258886065
19,0.8441379,0.4589727592879328,0.7368421,0.7371562378747123
20,0.8262069,0.4755321977467373,0.7573099,0.7050624106611524
21,0.85103446,0.42265017690329715,0.7573099,0.6794149449893406
22,0.9144828,0.33230193216225196,0.7777778,0.6550708115100861
23,0.9062069,0.32810438963873634,0.7894737,0.6369961031845638
24,0.9213793,0.2924734667457383,0.7923977,0.6193518553461347
25,0.9324138,0.27453643032189073,0.7982456,0.6031667717865535
26,0.9324138,0.2590913787998002,0.8011696,0.5904072182519096
27,0.94482756,0.23714427084758363,0.80409354,0.5807991070406777
28,0.95862067,0.20083557428984805,0.80994153,0.5711933842727116
29,0.9627586,0.2009114977614633,0.8128655,0.5635057219437191
30,0.96827585,0.19309265962962446,0.80701756,0.5601393090827125
31,0.9751724,0.1716731976846169,0.79532164,0.5614800495760781
32,0.97931033,0.15978163121075467,0.7923977,0.5548580501760755
33,0.98344827,0.14335984762372642,0.8011696,0.5435264302151543
34,0.97931033,0.13933577157300095,0.8011696,0.536098301410675
35,0.98068964,0.1277323010666617,0.8128655,0.5234600965465818
36,0.9903448,0.11986653262685085,0.81578946,0.5181117951869965
37,0.9889655,0.10376013430028126,0.8274854,0.5142346109662738
38,0.99310344,0.10923573862889717,0.82163745,0.5139368602207729
39,0.99448276,0.08522999967480528,0.8245614,0.5091438910790852
